step,base,t_plus,t_minus,n_plus,n_minus
0,13.04165570468387,12.736071355192708,10.939634331265697,11.978299577614653,8.659574173251146
0.01,12.98981455387018,12.720102076192456,10.65286111375466,11.71957258790565,8.763475661166899
0.02,13.396905017045436,12.842716037284404,10.611141345657499,11.331819703135427,8.496942553025098
0.030000000000000002,13.239401141832978,9.687638324124267,10.349966006332792,11.100808321253057,7.089322787330458
0.04,9.984404364044604,10.003155276224508,9.69669450202713,1.9476713234422822,10.750885682527258
0.05,16.28799868211001,15.971910761880775,13.45059697703457,17.0021438174787,16.127839755313087
0.060000000000000005,18.706114221339895,16.121680417903054,5.470133981826222,10.625005691471523,57.67716702847163
0.06999999999999999,10.025831668334147,15.972485265892896,7.641164427091503,9.606111835633932,60.344772989226186
0.08,12.353203704213012,28.48003424741452,6.844148551203518,9.148115700235047,11.740148655443663
0.09000000000000001,20.902739459247897,81.80159023189184,1.900544755329213,7.758547861475635,7.613919100103185
0.1,31.410469308367684,26.960632169130022,13.394785669387161,0.7346090255354397,6.762611960939077
0.11,31.209774346930953,28.547897627503076,18.32671519395983,1.307725055085424,12.498848027262772
0.12000000000000001,6.248050750054822,14.1058190215974,33.979269405745406,1.1335246841182993,8.520740251225766
0.13,15.463532140925677,7.723954855261235,0.4803975318518951,4.234851335993175,2.9202349015111544
0.13999999999999999,13.295156952934299,9.286838444341335,8.293248054186522,-1.9362226291558522,8.097624408949917
0.15,3.34060774394492,13.624760390102438,2.433183662070338,6.533414526896982,35.009975043592874
0.16,8.297958335205216,13.394454157143334,4.976368839479582,12.033469217523697,31.096400553172018
0.17,4.879897624696399,10.525801574886852,7.801313745793991,12.894769911705117,25.534913162902207
0.18000000000000002,10.677163884808293,18.13872700340719,8.250017377657699,7.677246978321925,41.00212641725369
0.19,3.7630477381901595,12.059507082761238,16.90293752891206,6.150902519045141,34.20185010815963
0.2,32.11140666515049,8.356954970138872,12.52706352364007,14.902987817993814,45.85585887796512
0.21000000000000002,15.42516061937263,9.796582799285497,12.07414927248904,17.884207348291802,23.017218455722386
0.22,7.225925217614413,11.68547133503394,10.015358515453336,11.931456342570359,44.83542421731867
0.22999999999999998,9.725616813355439,1.6031966633982437,11.711290751359748,41.66880231193656,22.237812438502115
0.24000000000000002,9.536240450920388,18.054314322246004,11.263677241180321,40.277055729784344,7.9287233018688035
0.25,11.019220911053003,192.84328603891052,13.828901207866506,23.10222961765774,34.954502730403746
0.26,16.64022200877846,265.5369412824677,11.3571277746467,28.562568515637395,12.203338117050716
0.27,39.66198617583329,26.933183366207704,19.10476265238658,24.114363533322962,15.93422644224696
0.27999999999999997,76.02074379227473,20.82734632323572,7.821204686767237,39.512334002333574,21.173941003355008
0.29000000000000004,42.77720706630544,-0.6828610515938727,6.417461735680872,26.060602661840868,6.444607771150224
0.3,68.20233984182642,82.3267480046722,13.051072079950359,44.18078450499401,21.263591512494653
0.31000000000000005,22.271260953130405,111.98797551274187,13.35704680924237,57.20652606830102,23.262076375585785
0.32,10.779686520634987,10.473225190402186,36.371134588921784,61.62446654482849,9.656987422438819
0.33,16.346313545105197,23.438590041445387,47.15631965322184,90.85025974972149,8.008377305782824
0.34,1.9356226940430405,26.44352688967347,20.212110170645982,63.6668854553267,12.267714644359465
0.35000000000000003,65.88968676664,32.42077943739309,7.084839530699362,60.2595729543059,23.444682705981158
0.36000000000000004,17.501163043048646,50.931316610501945,27.762477097653687,71.95281008163792,6.726851645883235
0.37,72.90394001469672,39.21117055721507,38.598182920525296,41.858939537423524,18.38878272444744
0.38,15.978351718559443,10.191306365411524,54.704627710600704,88.0601454072306,7.443883407185799
0.39,28.139148563786595,2.081445382086554,38.92950364773433,40.956267939551765,12.254374359292223
0.4,42.69359033378376,10.502767806963261,35.95477275278029,99.78983824099252,8.880382333250527
0.41000000000000003,8.82659113126354,3.255018936308825,41.16613536630337,127.62171969070285,10.476061737266946
0.42000000000000004,9.921964178535827,45.52582752834118,1.921069681578474,94.02919051308032,26.32283395001262
0.43,52.700305840187156,28.61188786307805,46.96554184643761,128.75699486267925,10.362494754269479
0.44,61.04293300432246,9.96325178583224,3.6094968721844203,94.90446491498646,53.45439623670416
