step,base,t_plus,t_minus,n_plus,n_minus
0.45000000000000007,43.74948788576175,4.3285480580124975,1.1624208873336601,31.378973747469203,40.16250960109976
0.45999999999999996,38.103498142200785,22.077525610853698,13.664468102376299,89.73002333099075,12.612308172033467
0.47000000000000003,55.23337804347602,27.261831912902817,6.263945285436596,71.47751470100744,16.161056201713546
0.48000000000000004,93.30560292285438,50.11828696137834,11.159728345267112,13.486025476486311,22.571031193412406
0.49,132.7901089029526,18.70487117169785,7.820894412198922,25.11013119021548,29.588106917716214
0.5,99.46922219062235,30.455071181105257,6.873747839139951,31.474324072436367,19.30925447428748
0.51,115.92611665760705,87.55725999606358,10.308764726476998,93.88665276247742,16.527180979884132
0.52,86.65823787627568,19.47836929468508,15.499975065597509,68.44919155576925,38.254042994665845
0.53,83.27315227908767,64.44326410284148,37.76386828837057,96.14372118953615,34.4828745862414
0.54,55.47599795772672,62.428563372543756,36.789907205953945,60.74616758358057,57.560566803970296
0.55,96.75386266210998,81.77061093464663,31.846537999314084,88.70537331700332,1.7541624787150796
0.5599999999999999,97.62076532279579,70.7686077210685,18.64177894087611,45.369798696372925,41.13885927743827
0.5700000000000001,49.73237958451464,71.05563175167782,25.115054023672784,86.96445698232954,54.84752264410639
0.5800000000000001,161.81982257490333,72.7503152985274,14.89660816006699,91.15951936816111,42.584656334693044
0.59,107.82842792528567,50.78319805232135,5.027411178288985,79.8617464478932,48.568175741991546
0.6,106.83425844285169,85.87647478874138,8.616130978266247,255.24536390060058,29.92738812745478
0.61,87.08665783652887,75.88633615317433,11.130353824808104,280.3715636010105,31.102135852029395
0.6200000000000001,116.13443027333568,54.874856562545354,2.0728752344579355,132.91400978406224,62.86200485659043
0.63,96.45909253626361,102.61212962212832,15.791536298805081,135.42648569394856,35.46516674378642
0.64,32.28386015343978,65.63244422710767,24.998399583253317,358.00788073278704,221.89986142516426
0.65,27.936371666748457,71.35614394522955,23.879566923682184,304.90639570438884,59.15386505605169
0.66,77.12566123107601,111.66476728792507,33.30941352575462,386.13300668892407,63.813930829780155
0.67,224.41990543123094,65.23860126694049,44.430082760621424,225.891956559483,95.99057950682766
0.68,91.67594206127802,83.9094824844189,6.439006985782335,83.80410565571994,106.6273023623458
0.6900000000000001,109.48797142518588,91.37171238312162,44.988373081644774,126.00057465730774,172.03766539409924
0.7000000000000001,72.91472237922505,100.05762021013008,77.50811411925747,141.60289994704834,73.53897925172836
0.7100000000000001,352.3633787927673,30.18264173943895,102.4674072301717,151.93033128911634,66.85775467519123
0.7200000000000001,150.9308095861039,86.2932957390554,63.06612494054755,124.38572163094015,107.20895749815078
0.73,25.96460629219662,46.35812441107893,56.79486796511941,91.00550886754347,92.90031841165067
0.74,58.07937347224064,74.15286888387331,107.37313909085088,146.96059202800157,54.443054548320305
0.7500000000000001,151.5006333209401,47.63107494719648,38.11459291934146,136.88281753849347,83.20180927452024
0.76,87.70908783722493,46.912090350732775,63.06108195146947,137.1587016099916,75.23141467781255
0.77,249.68016601164476,88.39679088623667,35.40703174472793,289.9402573851912,104.95508327528736
0.78,159.38416543551125,130.28211408109917,60.034202550464194,139.97339728310192,139.84197864505379
0.79,127.16144102175362,87.2320727252621,23.406300923134204,137.5051935241207,332.9837180647597
0.8,292.7802315540849,316.9172864870927,14.643037087945721,144.19925580507143,122.1426531163735
0.8099999999999999,425.68088697914027,646.349842477899,33.19124336555212,590.5558247844066,122.43611311358798
0.8200000000000001,289.09605962908523,140.2420000368071,24.841801568975733,414.0159683809977,172.85175189632702
0.83,296.8506402357618,382.9188329736535,40.82078803831922,572.9199707014403,176.5516003392768
0.8400000000000001,82.6407943093127,298.9994366509565,5.594674432047486,946.960150936186,114.88083895053495
0.8500000000000001,119.61139818620293,483.33312383705436,43.298737556161285,451.78576850285856,280.6573632432311
0.86,293.9960698727879,530.5886820349169,44.91150005550822,1289.771683361122,290.0780012648993
0.8700000000000001,608.4600318619044,287.60760772489516,27.430810769165618,343.6733218896589,122.8382801709394
0.88,118.40728144236229,456.60595033423584,51.89613595774514,378.0887567199527,97.32427339763836
0.89,272.5767595600237,522.870826620087,26.378531037722286,453.1210919487783,149.69569066495765
0.9000000000000001,324.72721190225616,313.6850662186346,53.85085670369898,1281.1640020086425,69.12243355305917
0.91,155.7338263740316,559.3523718676489,70.60134304197935,1004.7514143167538,403.7302096533845
0.9199999999999999,157.54553177005127,505.0615033090403,50.52085308038074,765.2154506603966,237.0086884599345
0.93,177.48839335014458,406.5376569393539,29.857663566372995,518.3107667423358,174.93629411247719
0.9400000000000001,422.09633495922384,473.82922925864824,42.524553342156324,1877.7328141276378,247.3290453047082
0.95,170.71957791634955,297.14964423821175,67.73662359963768,1003.3278028597034,177.4546431543299
0.9600000000000001,362.85513540631365,276.4579275464195,45.30988115935088,1655.1504501441832,130.38742427462606
0.97,464.68295359423166,254.258147670619,59.44804356702538,1941.1084444268513,167.33331085711836
0.98,390.8322292839177,376.84279369951247,65.7141566498049,1783.7853199716408,144.5526777050554
0.9900000000000001,711.4815272937905,583.8539617934157,113.62918166893505,1323.1552749925688,290.13573895034614
